 Statistics List (1),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
5,"                    Number of establishments, gross output, value of shipments and year-end inventories by product(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Number of establishments, gross output, value of shipments and year-end inventories by product(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,"                    Number of establishments, value of receipts for contract work by product of toll manufacturing(consigned production)(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Number of establishments, value of receipts for contract work by product of toll manufacturing(consigned production)(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
4,               2010 Economic Census,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census, -> L -> L_001 -> L_001_002 -> L_001_002_005
5,                    Statistics by group of industry(5 or more workers),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by group of industry(5 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,                    Statistics by sub-class of industry and value of shipments size of establishment(5 or more workers),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by sub-class of industry and value of shipments size of establishment(5 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,                    Statistics by group of industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by group of industry(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,                    Statistics by sub-class of industry and size of workers(10 or more workers),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by sub-class of industry and size of workers(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,                    Statistics by sub-class of industry and value of shipments size of establishment(10 or more workers),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by sub-class of industry and value of shipments size of establishment(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,"                    Number of establishments, number of workers and wages and salaries by sub-class of industry(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Number of establishments, number of workers and wages and salaries by sub-class of industry(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,"                    Value of shipments, gross output, census value-added and major production cost b sub-class of industry(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Value of shipments, gross output, census value-added and major production cost b sub-class of industry(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,"                    Statistics by division of industry, province (10 or more workers)",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by division of industry, province (10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,"                    Statistics by section of industry and county(Si,Gu,Gun)(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by section of industry and county(Si,Gu,Gun)(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,"                    Statistics by division of industry, province and size of workers(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by division of industry, province and size of workers(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,                    Value of inventories by division of industry and province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Value of inventories by division of industry and province(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,                    Statistics by Industrial classification and province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Statistics by Industrial classification and province(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
5,"                    Number of establishment, value of shipments, production and year-end inventories by product by industrial classification and province (10 or more workers)",Statistics Table,Statistics Korea,5Annual (2010 ~ 2010),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2010 Economic Census -> Number of establishment, value of shipments, production and year-end inventories by product by industrial classification and province (10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_005 -> 
2,     Monthly Survey of Mining And Manufacturing,,,,Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing, -> L -> L_4
3,"          Production, Shipment, Inventory",,,,"Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory", -> L -> L_4 -> 101_G131
4,               By metropolitan area/By industry in IIP,Statistics Table,Statistics Korea,"Annual (1975 ~ 2023) , Quarterly (197501 ~ 202401) , Monthly (197501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> By metropolitan area/By industry in IIP", -> L -> L_4 -> 101_G131 -> 
4,               By metropolitan area/By market group,Statistics Table,Statistics Korea,"Annual (1985 ~ 2023) , Quarterly (198501 ~ 202401) , Monthly (198501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> By metropolitan area/By market group", -> L -> L_4 -> 101_G131 -> 
4,               By metropolitan area/By structure of manufacturing industry,Statistics Table,Statistics Korea,"Annual (1975 ~ 2023) , Quarterly (197501 ~ 202401) , Monthly (197501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> By metropolitan area/By structure of manufacturing industry", -> L -> L_4 -> 101_G131 -> 
4,               Production index of machinery for equipment investment,Statistics Table,Statistics Korea,"Annual (1985 ~ 2023) , Quarterly (198501 ~ 202401) , Monthly (198501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> Production index of machinery for equipment investment", -> L -> L_4 -> 101_G131 -> 
4,               Index of industrial production(IIP) excluding some classifications,Statistics Table,Statistics Korea,"Annual (2005 ~ 2023) , Quarterly (200501 ~ 202401) , Monthly (200501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> Index of industrial production(IIP) excluding some classifications", -> L -> L_4 -> 101_G131 -> 
4,"               Volume of production, shipment, inventory, domestic demand and exports",Statistics Table,Statistics Korea,"Annual (1995 ~ 2023) , Quarterly (199501 ~ 202401) , Monthly (199501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> Volume of production, shipment, inventory, domestic demand and exports", -> L -> L_4 -> 101_G131 -> 
4,               Index of inventory turnover ratio,Statistics Table,Statistics Korea,Monthly (198501 ~ 202403),"Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> Index of inventory turnover ratio", -> L -> L_4 -> 101_G131 -> 
4,               Index of shipment in domestic demand/exports in IIP,Statistics Table,Statistics Korea,"Annual (1985 ~ 2023) , Quarterly (198501 ~ 202401) , Monthly (198501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> Index of shipment in domestic demand/exports in IIP", -> L -> L_4 -> 101_G131 -> 
4,               Mega-regional Economic Zones/By insustry,Statistics Table,Statistics Korea,"Annual (1995 ~ 2023) , Quarterly (199501 ~ 202401) , Monthly (199501 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> Mega-regional Economic Zones/By insustry", -> L -> L_4 -> 101_G131 -> 
4,               IIP only adjusted Holiday and calendar effect from original data,Statistics Table,Statistics Korea,"Annual (1990 ~ 2023) , Quarterly (199001 ~ 202401) , Monthly (199001 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production, Shipment, Inventory -> IIP only adjusted Holiday and calendar effect from original data", -> L -> L_4 -> 101_G131 -> 
3,"          Production Capacity, Capacity Utilization Rate",,,,"Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production Capacity, Capacity Utilization Rate", -> L -> L_4 -> 101_G132
4,               Index of manufacturing production capacity/manufacturing capacity utilization rate,Statistics Table,Statistics Korea,"Annual (1971 ~ 2023) , Quarterly (197101 ~ 202401) , Monthly (197101 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production Capacity, Capacity Utilization Rate -> Index of manufacturing production capacity/manufacturing capacity utilization rate", -> L -> L_4 -> 101_G132 -> 
4,               Manufacturing average capacity utilization rate,Statistics Table,Statistics Korea,"Annual (1980 ~ 2023) , Quarterly (198001 ~ 202401) , Monthly (198001 ~ 202403)","Statistical Database -> Mining and Manufacturing -> Monthly Survey of Mining And Manufacturing -> Production Capacity, Capacity Utilization Rate -> Manufacturing average capacity utilization rate", -> L -> L_4 -> 101_G132 -> 
